sku,product.attribute_set,sap_sku,vendor_sku,klikmro_sku,brand,brand_id,name,short_description,description,mfr_no,benefit,features,spesification,searching_related,standard_certificate,type,shipping_method,shipping_package,product.type,stock.is_in_stock,status,visibility,tax_class_id,stock.qty,consignment_stock,delivery,gross_weight,netto_weight,weight_uom,dimension_length,dimension_width,dimension_height,dimension_uom,dimension_unit,volume,category.ids,hierarchy_node,merchandise_category,vendor_id,warranty,sales_uom,pdt,lead_time,item,includes,for_use_with,material,size
C-258,I150091003,,C-258,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-258,GREEN SEAL BANDO 22.2MM C-258,GREEN SEAL BANDO C-258,C-258,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 258 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.82,2.35,KG,20,20,10,CM,6553.2 X 22.2 X 13.5 MM,1963.99,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-259,I150091003,,C-259,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-259,GREEN SEAL BANDO 22.2MM C-259,GREEN SEAL BANDO C-259,C-259,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 259 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.832,2.36,KG,20,20,10,CM,6578.6 X 22.2 X 13.5 MM,1971.6,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-260,I150091003,,C-260,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-260,GREEN SEAL BANDO 22.2MM C-260,GREEN SEAL BANDO C-260,C-260,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 260 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.844,2.37,KG,20,20,10,CM,6604 X 22.2 X 13.5 MM,1979.21,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-261,I150091003,,C-261,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-261,GREEN SEAL BANDO 22.2MM C-261,GREEN SEAL BANDO C-261,C-261,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 261 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.856,2.38,KG,20,20,10,CM,6629.4 X 22.2 X 13.5 MM,1986.83,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-262,I150091003,,C-262,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-262,GREEN SEAL BANDO 22.2MM C-262,GREEN SEAL BANDO C-262,C-262,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 262 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.868,2.39,KG,20,20,10,CM,6654.8 X 22.2 X 13.5 MM,1994.44,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-264,I150091003,,C-264,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-264,GREEN SEAL BANDO 22.2MM C-264,GREEN SEAL BANDO C-264,C-264,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 264 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.892,2.41,KG,20,20,10,CM,6705.6 X 22.2 X 13.5 MM,2009.66,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-265,I150091003,,C-265,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-265,GREEN SEAL BANDO 22.2MM C-265,GREEN SEAL BANDO C-265,C-265,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 265 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.904,2.42,KG,20,20,10,CM,6731 X 22.2 X 13.5 MM,2017.28,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-268,I150091003,,C-268,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-268,GREEN SEAL BANDO 22.2MM C-268,GREEN SEAL BANDO C-268,C-268,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 268 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.94,2.45,KG,20,20,10,CM,6807.2 X 22.2 X 13.5 MM,2040.11,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-270,I150091003,,C-270,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-270,GREEN SEAL BANDO 22.2MM C-270,GREEN SEAL BANDO C-270,C-270,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 270 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,2.952,2.46,KG,20,20,10,CM,6858 X 22.2 X 13.5 MM,2055.34,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-275,I150091003,,C-275,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-275,GREEN SEAL BANDO 22.2MM C-275,GREEN SEAL BANDO C-275,C-275,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 275 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.012,2.51,KG,20,20,10,CM,6985 X 22.2 X 13.5 MM,2093.4,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-276,I150091003,,C-276,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-276,GREEN SEAL BANDO 22.2MM C-276,GREEN SEAL BANDO C-276,C-276,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 276 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.024,2.52,KG,20,20,10,CM,7010.4 X 22.2 X 13.5 MM,2101.01,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-280,I150091003,,C-280,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-280,GREEN SEAL BANDO 22.2MM C-280,GREEN SEAL BANDO C-280,C-280,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 280 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.072,2.56,KG,20,20,10,CM,7112 X 22.2 X 13.5 MM,2131.46,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-281,I150091003,,C-281,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-281,GREEN SEAL BANDO 22.2MM C-281,GREEN SEAL BANDO C-281,C-281,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 281 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.072,2.56,KG,20,20,10,CM,7137.4 X 22.2 X 13.5 MM,2139.07,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-284,I150091003,,C-284,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-284,GREEN SEAL BANDO 22.2MM C-284,GREEN SEAL BANDO C-284,C-284,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 284 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.108,2.59,KG,20,20,10,CM,7213.6 X 22.2 X 13.5 MM,2161.91,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-285,I150091003,,C-285,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-285,GREEN SEAL BANDO 22.2MM C-285,GREEN SEAL BANDO C-285,C-285,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 285 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.12,2.6,KG,20,20,10,CM,7239 X 22.2 X 13.5 MM,2169.52,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-286,I150091003,,C-286,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-286,GREEN SEAL BANDO 22.2MM C-286,GREEN SEAL BANDO C-286,C-286,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 286 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.132,2.61,KG,20,20,10,CM,7264.4 X 22.2 X 13.5 MM,2177.14,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-287,I150091003,,C-287,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-287,GREEN SEAL BANDO 22.2MM C-287,GREEN SEAL BANDO C-287,C-287,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 287 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.144,2.62,KG,20,20,10,CM,7289.8 X 22.2 X 13.5 MM,2184.75,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-290,I150091003,,C-290,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-290,GREEN SEAL BANDO 22.2MM C-290,GREEN SEAL BANDO C-290,C-290,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 290 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.18,2.65,KG,20,20,10,CM,7366 X 22.2 X 13.5 MM,2207.59,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-295,I150091003,,C-295,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-295,GREEN SEAL BANDO 22.2MM C-295,GREEN SEAL BANDO C-295,C-295,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 295 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.228,2.69,KG,20,20,10,CM,7493 X 22.2 X 13.5 MM,2245.65,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-297,I150091003,,C-297,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-297,GREEN SEAL BANDO 22.2MM C-297,GREEN SEAL BANDO C-297,C-297,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 297 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.252,2.71,KG,20,20,10,CM,7543.8 X 22.2 X 13.5 MM,2260.87,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-299,I150091003,,C-299,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-299,GREEN SEAL BANDO 22.2MM C-299,GREEN SEAL BANDO C-299,C-299,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 299 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.276,2.73,KG,20,20,10,CM,7594.6 X 22.2 X 13.5 MM,2276.1,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-300,I150091003,,C-300,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-300,GREEN SEAL BANDO 22.2MM C-300,GREEN SEAL BANDO C-300,C-300,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 300 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.288,2.74,KG,20,20,10,CM,7620 X 22.2 X 13.5 MM,2283.71,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-305,I150091003,,C-305,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-305,GREEN SEAL BANDO 22.2MM C-305,GREEN SEAL BANDO C-305,C-305,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 305 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.336,2.78,KG,20,20,10,CM,7747 X 22.2 X 13.5 MM,2321.77,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-308,I150091003,,C-308,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-308,GREEN SEAL BANDO 22.2MM C-308,GREEN SEAL BANDO C-308,C-308,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 308 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.372,2.81,KG,20,20,10,CM,7823.2 X 22.2 X 13.5 MM,2344.61,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-310,I150091003,,C-310,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-310,GREEN SEAL BANDO 22.2MM C-310,GREEN SEAL BANDO C-310,C-310,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 310 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.396,2.83,KG,20,20,10,CM,7874 X 22.2 X 13.5 MM,2359.83,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-311,I150091003,,C-311,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-311,GREEN SEAL BANDO 22.2MM C-311,GREEN SEAL BANDO C-311,C-311,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 311 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.408,2.84,KG,20,20,10,CM,7899.4 X 22.2 X 13.5 MM,2367.45,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-314,I150091003,,C-314,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-314,GREEN SEAL BANDO 22.2MM C-314,GREEN SEAL BANDO C-314,C-314,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 314 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.444,2.87,KG,20,20,10,CM,7975.6 X 22.2 X 13.5 MM,2390.28,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-315,I150091003,,C-315,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-315,GREEN SEAL BANDO 22.2MM C-315,GREEN SEAL BANDO C-315,C-315,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 315 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.456,2.88,KG,20,20,10,CM,8001 X 22.2 X 13.5 MM,2397.89,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-316,I150091003,,C-316,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-316,GREEN SEAL BANDO 22.2MM C-316,GREEN SEAL BANDO C-316,C-316,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 316 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.456,2.88,KG,20,20,10,CM,8026.4 X 22.2 X 13.5 MM,2405.51,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-317,I150091003,,C-317,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-317,GREEN SEAL BANDO 22.2MM C-317,GREEN SEAL BANDO C-317,C-317,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 317 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.468,2.89,KG,20,20,10,CM,8051.8 X 22.2 X 13.5 MM,2413.12,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-320,I150091003,,C-320,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-320,GREEN SEAL BANDO 22.2MM C-320,GREEN SEAL BANDO C-320,C-320,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 320 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.504,2.92,KG,20,20,10,CM,8128 X 22.2 X 13.5 MM,2435.96,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-325,I150091003,,C-325,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-325,GREEN SEAL BANDO 22.2MM C-325,GREEN SEAL BANDO C-325,C-325,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 325 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.564,2.97,KG,20,20,10,CM,8255 X 22.2 X 13.5 MM,2474.02,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
