sku,brand,name,gross_weight,dimension_length,dimension_width,dimension_height,dimension_uom,volume
1001002835-1301756,BOSSARD,HEX SOC HEAD CAP SCREW M16x55 1301756,1.030,255,255,95,MM,6177.375
1001002835-1471260,BOSSARD,HEX SOC HEAD CAP SCREW M16x60 1471260,1.030,255,255,95,MM,6177.375
1001002835-3054709,BOSSARD,HEX SOC HEAD CAP SCREW M16x70 3054709,1.030,255,255,95,MM,6177.375
1001002835-1479008,BOSSARD,HEX SOC HEAD CAP SCREW M20x70 1479008,1.030,255,255,95,MM,6177.375
1001002835-1004026,BOSSARD,HEX SOC HEAD CAP SCREW M4x35 1004026,1.030,255,255,95,MM,6177.375
1001002835-1316249,BOSSARD,STEEL BALL 3 1316249,1.030,255,255,95,MM,6177.375
1001002787-A-33,BANDO,GREEN SEAL BANDO 12.7MM A-33,0.667,20,20,10,CM,4000
1001002787-AX-41,BANDO,MULTIPLE COG BANDO 13MM AX-41,0.667,20,20,10,CM,4000
1001002787-BX-25,BANDO,MULTIPLE COG BANDO 17MM BX-25,0.667,20,20,10,CM,4000
1001002787-A-34 (RS),BANDO,RED SEAL BANDO 12.7MM A-34 (RS),0.667,20,20,10,CM,4000
1001002787-A-35 (RS),BANDO,RED SEAL BANDO 12.7MM A-35 (RS),0.667,20,20,10,CM,4000
1001002787-A-36 (RS),BANDO,RED SEAL BANDO 12.7MM A-36 (RS),0.667,20,20,10,CM,4000
1001002787-SPZ-1487,BANDO,SP TYPE BANDO 9.5MM SPZ-1487,0.667,20,20,10,CM,4000
1001002787-SPZ-1500,BANDO,SP TYPE BANDO 9.5MM SPZ-1500,0.667,20,20,10,CM,4000
1001002787-SPZ-1537,BANDO,SP TYPE BANDO 9.5MM SPZ-1537,0.667,20,20,10,CM,4000
1001002787-SPZ-1550,BANDO,SP TYPE BANDO 9.5MM SPZ-1550,0.667,20,20,10,CM,4000
1001002787-B-20,BANDO,GREEN SEAL BANDO 16.7MM B-20,0.667,20,20,10,CM,4000
1001002796-7000040161,3M,SCOTCH MOUNTING TAPE- 12 X 3000 MM 110,0.664,308,308,42,MM,3984.288
1001002787-A-34,BANDO,GREEN SEAL BANDO 12.7MM A-34,0.667,20,20,10,CM,4000
1001002787-A-35,BANDO,GREEN SEAL BANDO 12.7MM A-35,0.667,20,20,10,CM,4000
1001002787-B-21,BANDO,GREEN SEAL BANDO 16.7MM B-21,0.667,20,20,10,CM,4000
1001002787-A-36,BANDO,GREEN SEAL BANDO 12.7MM A-36,0.667,20,20,10,CM,4000
1001002787-BX-29,BANDO,MULTIPLE COG BANDO 17MM BX-29,0.667,20,20,10,CM,4000
1001002787-A-38 (RS),BANDO,RED SEAL BANDO 12.7MM A-38 (RS),0.667,20,20,10,CM,4000
1001002787-A-39 (RS),BANDO,RED SEAL BANDO 12.7MM A-39 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-875,BANDO,SP TYPE BANDO 12.5MM SPA-875,0.667,20,20,10,CM,4000
1001002787-SPZ-1600,BANDO,SP TYPE BANDO 9.5MM SPZ-1600,0.667,20,20,10,CM,4000
1001002787-SPZ-1632,BANDO,SP TYPE BANDO 9.5MM SPZ-1632,0.667,20,20,10,CM,4000
1001002787-SPZ-1637,BANDO,SP TYPE BANDO 9.5MM SPZ-1637,0.667,20,20,10,CM,4000
1001002787-SPZ-1700,BANDO,SP TYPE BANDO 9.5MM SPZ-1700,0.667,20,20,10,CM,4000
1001002787-B-22,BANDO,GREEN SEAL BANDO 16.7MM B-22,0.667,20,20,10,CM,4000
1001002794-78-029-23,STANLEY,PITMAN ARM EXTRACTOR 78-029-23,0.833,250,250,80,MM,5000
1001002787-A-37,BANDO,GREEN SEAL BANDO 12.7MM A-37,0.667,20,20,10,CM,4000
1001002787-A-38,BANDO,GREEN SEAL BANDO 12.7MM A-38,0.667,20,20,10,CM,4000
1001002787-B-23,BANDO,GREEN SEAL BANDO 16.7MM B-23,0.667,20,20,10,CM,4000
1001000896-980413,CLEAN MATIC,KESET VERTIKAL JUMBO 980413,0.886,77,46,1.5,CM,5313
1001002787-A-39,BANDO,GREEN SEAL BANDO 12.7MM A-39,0.667,20,20,10,CM,4000
1001002787-BX-31,BANDO,MULTIPLE COG BANDO 17MM BX-31,0.667,20,20,10,CM,4000
1001002787-A-40 (RS),BANDO,RED SEAL BANDO 12.7MM A-40 (RS),0.667,20,20,10,CM,4000
1001002787-A-41 (RS),BANDO,RED SEAL BANDO 12.7MM A-41 (RS),0.667,20,20,10,CM,4000
1001002787-A-42 (RS),BANDO,RED SEAL BANDO 12.7MM A-42 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-932,BANDO,SP TYPE BANDO 12.5MM SPA-932,0.667,20,20,10,CM,4000
1001002787-SPA-957,BANDO,SP TYPE BANDO 12.5MM SPA-957,0.667,20,20,10,CM,4000
1001002787-SPZ-1787,BANDO,SP TYPE BANDO 9.5MM SPZ-1787,0.667,20,20,10,CM,4000
1001002787-XPA-1000,BANDO,SP TYPE COG BANDO 13MM XPA-1000,0.667,20,20,10,CM,4000
1001002787-XPZ-1600,BANDO,SP TYPE COG BANDO 9.7MM XPZ-1600,0.667,20,20,10,CM,4000
1001002787-A-40,BANDO,GREEN SEAL BANDO 12.7MM A-40,0.667,20,20,10,CM,4000
1001002787-B-24,BANDO,GREEN SEAL BANDO 16.7MM B-24,0.667,20,20,10,CM,4000
1001002797-EB-CERTALUME 118 TLD,PHILIPS,BALLASTS EB-CERTALUME 118 & 136 TLD,0.700,300,200,70,MM,4200
1001002797-EB-CERTALUME 136 TLD,PHILIPS,BALLASTS EB-CERTALUME 118 & 136 TLD,0.700,300,200,70,MM,4200
1001002797-EB-CERTALUME 218 TLD,PHILIPS,BALLASTS EB-CERTALUME 218 & 236 TLD,0.700,300,200,70,MM,4200
1001002797-EB-CERTALUME 236 TLD,PHILIPS,BALLASTS EB-CERTALUME 218 & 236 TLD,0.700,300,200,70,MM,4200
1001002787-A-41,BANDO,GREEN SEAL BANDO 12.7MM A-41,0.667,20,20,10,CM,4000
1001002787-B-25,BANDO,GREEN SEAL BANDO 16.7MM B-25,0.667,20,20,10,CM,4000
1001002787-A-42,BANDO,GREEN SEAL BANDO 12.7MM A-42,0.667,20,20,10,CM,4000
1001002787-BX-32,BANDO,MULTIPLE COG BANDO 17MM BX-32,0.667,20,20,10,CM,4000
1001002787-BX-33,BANDO,MULTIPLE COG BANDO 17MM BX-33,0.667,20,20,10,CM,4000
1001002787-BX-34,BANDO,MULTIPLE COG BANDO 17MM BX-34,0.667,20,20,10,CM,4000
1001002787-A-43 (RS),BANDO,RED SEAL BANDO 12.7MM A-43 (RS),0.667,20,20,10,CM,4000
1001002787-A-44 (RS),BANDO,RED SEAL BANDO 12.7MM A-44 (RS),0.667,20,20,10,CM,4000
1001002787-A-45 (RS),BANDO,RED SEAL BANDO 12.7MM A-45 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1000,BANDO,SP TYPE BANDO 12.5MM SPA-1000,0.667,20,20,10,CM,4000
1001002787-SPA-1030,BANDO,SP TYPE BANDO 12.5MM SPA-1030,0.667,20,20,10,CM,4000
1001002787-SPA-1032,BANDO,SP TYPE BANDO 12.5MM SPA-1032,0.667,20,20,10,CM,4000
1001002794-46-012-81,STANLEY,SQUARE COMBINATION 12INC 46-012-81,0.990,900,220,30,MM,5940
1001002787-A-43,BANDO,GREEN SEAL BANDO 12.7MM A-43,0.667,20,20,10,CM,4000
1001002796-IP-3F111,3M,AFT ACRYLIC FOAM TAPE 12X33000MM 5666,0.569,285,285,42,MM,3411.45
1001002794-29-821-1-23,STANLEY,PAINT ROLLER COMPLETE 7INC 29-821-1-23,0.868,210,310,80,MM,5208
1001002787-A-44,BANDO,GREEN SEAL BANDO 12.7MM A-44,0.667,20,20,10,CM,4000
1001002787-A-45,BANDO,GREEN SEAL BANDO 12.7MM A-45,0.667,20,20,10,CM,4000
1001002794-79-033-22,STANLEY,FLEXIBLE HOSE COMP. TESTER 79-033-22,1.200,300,300,80,MM,7200
1001002796-7100005936,3M,STABILIZING BACK SUPPORT S/M-46815EN,0.908,157,131.6,263.68,MM,5447.945216
1001002796-7100006412,3M,STABILIZING BACK SUPPORT L/EL-46816EN,0.908,157,131.6,263.68,MM,5447.945216
1001002796-7100006906,3M,COMFORT LIFT ELBOW SUPPORT S-76577EN,0.908,157,131.6,263.68,MM,5447.945216
1001002796-7100015088,3M,COMFORT LIFT KNEE SUPPORT L-76588EN,0.908,157,131.6,263.68,MM,5447.945216
1001002796-7100015190,3M,COMFORT LIFT ANKLE SUPPORT L-76583EN,0.908,157,131.6,263.68,MM,5447.945216
1001002790-489246,PALAZZOLI,INDUSTRIAL PANEL MOUNTING SOCKET 489246,0.863,173,173,173,MM,5177.717
1001002787-A-46,BANDO,GREEN SEAL BANDO 12.7MM A-46,0.667,20,20,10,CM,4000
1001002787-BX-36,BANDO,MULTIPLE COG BANDO 17MM BX-36,0.667,20,20,10,CM,4000
1001002787-A-46 (RS),BANDO,RED SEAL BANDO 12.7MM A-46 (RS),0.667,20,20,10,CM,4000
1001002787-A-47 (RS),BANDO,RED SEAL BANDO 12.7MM A-47 (RS),0.667,20,20,10,CM,4000
1001002787-A-48 (RS),BANDO,RED SEAL BANDO 12.7MM A-48 (RS),0.667,20,20,10,CM,4000
1001002787-A-49 (RS),BANDO,RED SEAL BANDO 12.7MM A-49 (RS),0.667,20,20,10,CM,4000
1001002787-B-29 (RS),BANDO,RED SEAL BANDO 16.7MM B-29 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1082,BANDO,SP TYPE BANDO 12.5MM SPA-1082,0.667,20,20,10,CM,4000
1001002787-SPA-1090,BANDO,SP TYPE BANDO 12.5MM SPA-1090,0.667,20,20,10,CM,4000
1001002787-SPA-1107,BANDO,SP TYPE BANDO 12.5MM SPA-1107,0.667,20,20,10,CM,4000
1001002787-SPA-1120,BANDO,SP TYPE BANDO 12.5MM SPA-1120,0.667,20,20,10,CM,4000
1001002787-SPA-1132,BANDO,SP TYPE BANDO 12.5MM SPA-1132,0.667,20,20,10,CM,4000
1001002787-SPA-1150,BANDO,SP TYPE BANDO 12.5MM SPA-1150,0.667,20,20,10,CM,4000
1001002787-SPZ-2000,BANDO,SP TYPE BANDO 9.5MM SPZ-2000,0.667,20,20,10,CM,4000
1001002787-SPZ-2037,BANDO,SP TYPE BANDO 9.5MM SPZ-2037,0.667,20,20,10,CM,4000
1001002787-SPZ-2062,BANDO,SP TYPE BANDO 9.5MM SPZ-2062,0.667,20,20,10,CM,4000
1001002787-A-47,BANDO,GREEN SEAL BANDO 12.7MM A-47,0.667,20,20,10,CM,4000
1001002790-477413 EX,PALAZZOLI,SPINA MOBILE DIRITTA 3P+T 477413 EX,0.773,230,171,118,MM,4640.94
1001002787-A-48,BANDO,GREEN SEAL BANDO 12.7MM A-48,0.667,20,20,10,CM,4000
1001002787-A-49,BANDO,GREEN SEAL BANDO 12.7MM A-49,0.667,20,20,10,CM,4000
1001002787-BX-37,BANDO,MULTIPLE COG BANDO 17MM BX-37,0.667,20,20,10,CM,4000
1001002787-BX-38,BANDO,MULTIPLE COG BANDO 17MM BX-38,0.667,20,20,10,CM,4000
1001002787-A-50 (RS),BANDO,RED SEAL BANDO 12.7MM A-50 (RS),0.667,20,20,10,CM,4000
1001002787-A-51 (RS),BANDO,RED SEAL BANDO 12.7MM A-51 (RS),0.667,20,20,10,CM,4000
1001002787-A-52 (RS),BANDO,RED SEAL BANDO 12.7MM A-52 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1157,BANDO,SP TYPE BANDO 12.5MM SPA-1157,0.667,20,20,10,CM,4000
1001002787-SPA-1180,BANDO,SP TYPE BANDO 12.5MM SPA-1180,0.667,20,20,10,CM,4000
1001002787-SPA-1200,BANDO,SP TYPE BANDO 12.5MM SPA-1200,0.667,20,20,10,CM,4000
1001002787-SPA-1207,BANDO,SP TYPE BANDO 12.5MM SPA-1207,0.667,20,20,10,CM,4000
1001002787-SPZ-2187,BANDO,SP TYPE BANDO 9.5MM SPZ-2187,0.667,20,20,10,CM,4000
1001002787-A-50,BANDO,GREEN SEAL BANDO 12.7MM A-50,0.667,20,20,10,CM,4000
1001002787-A-51,BANDO,GREEN SEAL BANDO 12.7MM A-51,0.667,20,20,10,CM,4000
1001002826-DW860-B1,DEWALT,TILE CUTTER 110MM 1300W DW860-B1,3.708,291.7,261.5,291.7,MM,22250.74474
1001002787-A-52,BANDO,GREEN SEAL BANDO 12.7MM A-52,0.667,20,20,10,CM,4000
1001002787-A-53 (RS),BANDO,RED SEAL BANDO 12.7MM A-53 (RS),0.667,20,20,10,CM,4000
1001002787-A-55 (RS),BANDO,RED SEAL BANDO 12.7MM A-55 (RS),0.667,20,20,10,CM,4000
1001002787-B-33 (RS),BANDO,RED SEAL BANDO 16.7MM B-33 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1237,BANDO,SP TYPE BANDO 12.5MM SPA-1237,0.667,20,20,10,CM,4000
1001002787-SPA-1250,BANDO,SP TYPE BANDO 12.5MM SPA-1250,0.667,20,20,10,CM,4000
1001002787-SPA-1257,BANDO,SP TYPE BANDO 12.5MM SPA-1257,0.667,20,20,10,CM,4000
1001002787-SPA-1272,BANDO,SP TYPE BANDO 12.5MM SPA-1272,0.667,20,20,10,CM,4000
1001002787-SPA-1275,BANDO,SP TYPE BANDO 12.5MM SPA-1275,0.667,20,20,10,CM,4000
1001002787-SPA-1280,BANDO,SP TYPE BANDO 12.5MM SPA-1280,0.667,20,20,10,CM,4000
1001002787-SPA-1307,BANDO,SP TYPE BANDO 12.5MM SPA-1307,0.667,20,20,10,CM,4000
1001002787-XPZ-2120,BANDO,SP TYPE COG BANDO 9.7MM XPZ-2120,0.667,20,20,10,CM,4000
1001002790-710146,PALAZZOLI,ULTIMAX STRAIGHT PLUG 710146,0.722,163,163,163,MM,4330.747
1001002787-A-53,BANDO,GREEN SEAL BANDO 12.7MM A-53,0.667,20,20,10,CM,4000
1001002794-87-626-23,STANLEY,WRENCH PIPE 24INC 87-626-23,5.069,553,550,100,MM,30415
1001002794-84-467-23,STANLEY,ALLUMINIUM PIPE WRNC 24IN 84-467-23,5.069,553,550,100,MM,30415
1001002790-710226,PALAZZOLI,MULTIMAX STRAIGHT PLUG 710226,0.722,163,163,163,MM,4330.747
1001002787-A-54,BANDO,GREEN SEAL BANDO 12.7MM A-54,0.667,20,20,10,CM,4000
1001002787-A-55,BANDO,GREEN SEAL BANDO 12.7MM A-55,0.667,20,20,10,CM,4000
1001002787-A-56,BANDO,GREEN SEAL BANDO 12.7MM A-56,0.667,20,20,10,CM,4000
1001002787-BX-42,BANDO,MULTIPLE COG BANDO 17MM BX-42,0.667,20,20,10,CM,4000
1001002787-A-56 (RS),BANDO,RED SEAL BANDO 12.7MM A-56 (RS),0.667,20,20,10,CM,4000
1001002787-A-57 (RS),BANDO,RED SEAL BANDO 12.7MM A-57 (RS),0.667,20,20,10,CM,4000
1001002787-A-58 (RS),BANDO,RED SEAL BANDO 12.7MM A-58 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1320,BANDO,SP TYPE BANDO 12.5MM SPA-1320,0.667,20,20,10,CM,4000
1001002787-SPA-1357,BANDO,SP TYPE BANDO 12.5MM SPA-1357,0.667,20,20,10,CM,4000
1001002787-SPA-1360,BANDO,SP TYPE BANDO 12.5MM SPA-1360,0.667,20,20,10,CM,4000
1001002787-SPA-1382,BANDO,SP TYPE BANDO 12.5MM SPA-1382,0.667,20,20,10,CM,4000
1001002787-SPZ-2500,BANDO,SP TYPE BANDO 9.5MM SPZ-2500,0.667,20,20,10,CM,4000
1001002787-XPA-1475,BANDO,SP TYPE COG BANDO 13MM XPA-1475,0.667,20,20,10,CM,4000
1001002787-XPA-1482,BANDO,SP TYPE COG BANDO 13MM XPA-1482,0.667,20,20,10,CM,4000
1001002787-A-57,BANDO,GREEN SEAL BANDO 12.7MM A-57,0.667,20,20,10,CM,4000
1001002797-4 UF,PHILIPS,LIGHTING ACCESSORIES CAPASITOR 4 UF,0.590,152.4,152.4,152.4,MM,3539.605824
1001002801-MVSC-220-5B10,MINDMAN,MANIFOLD MVSC-220 5 WAY 10 POST,0.862,221,253 ,92.5,MM,5171.9525
1001002826-D26411-B1,DEWALT,STANDARD HEATGUN 1800W D26411-B1,1.415,278,130,235,MM,8492.9
1001002787-A-58,BANDO,GREEN SEAL BANDO 12.7MM A-58,0.667,20,20,10,CM,4000
1001002787-A-59,BANDO,GREEN SEAL BANDO 12.7MM A-59,0.667,20,20,10,CM,4000
1001002787-BX-46,BANDO,MULTIPLE COG BANDO 17MM BX-46,0.667,20,20,10,CM,4000
1001002787-A-60 (RS),BANDO,RED SEAL BANDO 12.7MM A-60 (RS),0.667,20,20,10,CM,4000
1001002787-A-61 (RS),BANDO,RED SEAL BANDO 12.7MM A-61 (RS),0.667,20,20,10,CM,4000
1001002787-A-62 (RS),BANDO,RED SEAL BANDO 12.7MM A-62 (RS),0.667,20,20,10,CM,4000
1001002787-B-37 (RS),BANDO,RED SEAL BANDO 16.7MM B-37 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1385,BANDO,SP TYPE BANDO 12.5MM SPA-1385,0.667,20,20,10,CM,4000
1001002787-SPA-1400,BANDO,SP TYPE BANDO 12.5MM SPA-1400,0.667,20,20,10,CM,4000
1001002787-SPA-1432,BANDO,SP TYPE BANDO 12.5MM SPA-1432,0.667,20,20,10,CM,4000
1001002787-SPA-1450,BANDO,SP TYPE BANDO 12.5MM SPA-1450,0.667,20,20,10,CM,4000
1001002787-SPA-1457,BANDO,SP TYPE BANDO 12.5MM SPA-1457,0.667,20,20,10,CM,4000
1001002787-SPZ-2650,BANDO,SP TYPE BANDO 9.5MM SPZ-2650,0.667,20,20,10,CM,4000
1001002813-4N-02Z,EATON,NPT MALE PLUG 4N-02Z,0.462,180,110,140,MM,2772
1001002796-7000040107,3M,SCOTCH-BRITE MICROFIBER CLOTH ID-80,0.690,320,340,38.05,MM,4139.84
1001002787-A-60,BANDO,GREEN SEAL BANDO 12.7MM A-60,0.667,20,20,10,CM,4000
1001002813-4J-04Z,EATON,JIC MALE PLUG 4J-04Z,0.462,180,110,140,MM,2772
1001002796-7000041705,3M,GLASS CLOTH 30X30CM 37804,0.613,330,330,33.8,MM,3680.82
1001002787-A-61,BANDO,GREEN SEAL BANDO 12.7MM A-61,0.667,20,20,10,CM,4000
1001002813-4O-04Z,EATON,UN-ORING  BOSS PLUG 4O-04Z,0.462,180,110,140,MM,2772
1001002797-ML 500W,PHILIPS,LIGHT BULBS ML 500W,0.719,290,122,122,MM,4316.36
1001002835-1177273,BOSSARD,SLOTTED SET SCREW FLAT POINT M2 1177273,0.802,225,225,95,MM,4809.375
1001002835-1177672,BOSSARD,SLOTTED SET SCREW FLAT POINT M3 1177672,0.802,225,225,95,MM,4809.375
1001002835-1287117,BOSSARD,RETAIN RING FOR SHAFTS STD 3MM 1287117,0.802,225,225,95,MM,4809.375
1001002835-1287125,BOSSARD,RETAIN RING FOR SHAFTS STD 4MM 1287125,0.802,225,225,95,MM,4809.375
1001002835-1287141,BOSSARD,RETAIN RING FOR SHAFTS STD 6MM 1287141,0.802,225,225,95,MM,4809.375
1001002835-1287176,BOSSARD,RETAIN RING FOR SHAFTS STD 8MM 1287176,0.802,225,225,95,MM,4809.375
1001002835-1287192,BOSSARD,RETAIN RING FOR SHAFTS STD 10MM 1287192,0.802,225,225,95,MM,4809.375
1001002835-1287206,BOSSARD,RETAIN RING FOR SHAFTS STD 11MM 1287206,0.802,225,225,95,MM,4809.375
1001002835-1287214,BOSSARD,RETAIN RING FOR SHAFTS STD 12MM 1287214,0.802,225,225,95,MM,4809.375
1001002835-1287230,BOSSARD,RETAIN RING FOR SHAFTS STD 14MM 1287230,0.802,225,225,95,MM,4809.375
1001002835-1287249,BOSSARD,RETAIN RING FOR SHAFTS STD 15MM 1287249,0.802,225,225,95,MM,4809.375
1001002835-1287273,BOSSARD,RETAIN RING FOR SHAFTS STD 18MM 1287273,0.802,225,225,95,MM,4809.375
1001002835-1287338,BOSSARD,RETAIN RING FOR SHAFTS STD 22MM 1287338,0.802,225,225,95,MM,4809.375
1001002835-1287354,BOSSARD,RETAIN RING FOR SHAFTS STD 24MM 1287354,0.802,225,225,95,MM,4809.375
1001002835-1287419,BOSSARD,RETAIN RING FOR SHAFTS STD 30MM 1287419,0.802,225,225,95,MM,4809.375
1001002835-1287427,BOSSARD,RETAIN RING FOR SHAFTS STD 32MM 1287427,0.802,225,225,95,MM,4809.375
1001002835-1287451,BOSSARD,RETAIN RING FOR SHAFTS STD 35MM 1287451,0.802,225,225,95,MM,4809.375
1001002835-1287923,BOSSARD,RETAIN RING FOR SHAFTS STD 50MM 1287923,0.802,225,225,95,MM,4809.375
1001002835-1288008,BOSSARD,RETAIN RING FOR SHAFTS STD 62MM 1288008,0.802,225,225,95,MM,4809.375
1001002835-1288024,BOSSARD,RETAIN RING FOR SHAFTS STD 65MM 1288024,0.802,225,225,95,MM,4809.375
1001002835-1288040,BOSSARD,RETAIN RING FOR SHAFTS STD 70MM 1288040,0.802,225,225,95,MM,4809.375
1001002835-1288121,BOSSARD,RETAIN RING FOR SHAFTS STD 90MM 1288121,0.802,225,225,95,MM,4809.375
1001002835-1288156,BOSSARD,RETAIN RING FOR SHAFTS STD 100MM 1288156,0.802,225,225,95,MM,4809.375
1001002835-1288199,BOSSARD,RETAIN RING FOR SHAFTS STD 120MM 1288199,0.802,225,225,95,MM,4809.375
1001002835-1288237,BOSSARD,RETAIN RING FOR SHAFTS STD 140MM 1288237,0.802,225,225,95,MM,4809.375
1001002835-1288253,BOSSARD,RETAIN RING FOR SHAFTS STD 150MM 1288253,0.802,225,225,95,MM,4809.375
1001002835-1288334,BOSSARD,RETAIN RING FOR SHAFTS STD 160MM 1288334,0.802,225,225,95,MM,4809.375
1001002835-1288350,BOSSARD,RETAIN RING FOR SHAFTS STD 170MM 1288350,0.802,225,225,95,MM,4809.375
1001002835-1288377,BOSSARD,RETAIN RING FOR SHAFTS STD 180MM 1288377,0.802,225,225,95,MM,4809.375
1001002835-1288431,BOSSARD,RETAIN RING FOR SHAFTS STD 220MM 1288431,0.802,225,225,95,MM,4809.375
1001002835-1288482,BOSSARD,RETAIN RING FOR SHAFTS STD 260MM 1288482,0.802,225,225,95,MM,4809.375
1001002835-1288490,BOSSARD,RETAIN RING FOR SHAFTS STD 270MM 1288490,0.802,225,225,95,MM,4809.375
1001002835-1287567,BOSSARD,RETAIN RING FOR SHAFTS STD 8MM 1287567,0.802,225,225,95,MM,4809.375
1001002835-1287605,BOSSARD,RETAIN RING FOR SHAFTS STD 12MM 1287605,0.802,225,225,95,MM,4809.375
1001002835-1287672,BOSSARD,RETAIN RING FOR SHAFTS STD 18MM 1287672,0.802,225,225,95,MM,4809.375
1001002835-1287842,BOSSARD,RETAIN RING FOR SHAFTS STD 35MM 1287842,0.802,225,225,95,MM,4809.375
1001002835-1287877,BOSSARD,RETAIN RING FOR SHAFTS STD 40MM 1287877,0.802,225,225,95,MM,4809.375
1001002835-1288261,BOSSARD,RETAIN RING FOR SHAFTS STD 42MM 1288261,0.802,225,225,95,MM,4809.375
1001002835-1292102,BOSSARD,CRESCENT RINGS FOR SHAFTS 7MM 1292102,0.802,225,225,95,MM,4809.375
1001002835-1729306,BOSSARD,FLAT WASHER WITHOUT CHAMFER M8 1729306,0.802,225,225,95,MM,4809.375
1001002835-1729314,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1729314,0.802,225,225,95,MM,4809.375
1001002835-1267582,BOSSARD,FLAT WASHER WITHOUT CHAMFER M1 1267582,0.802,225,225,95,MM,4809.375
1001002835-1777505,BOSSARD,FLAT WASHER WITHOUT CHAMFER M2 1777505,0.802,225,225,95,MM,4809.375
1001002835-1887467,BOSSARD,FLAT WASHER WITHOUT CHAMFER M3 1887467,0.802,225,225,95,MM,4809.375
1001002835-1887483,BOSSARD,FLAT WASHER WITHOUT CHAMFER M3 1887483,0.802,225,225,95,MM,4809.375
1001002835-1887505,BOSSARD,FLAT WASHER WITHOUT CHAMFER M4 1887505,0.802,225,225,95,MM,4809.375
1001002835-1887513,BOSSARD,FLAT WASHER WITHOUT CHAMFER M4 1887513,0.802,225,225,95,MM,4809.375
1001002835-1887556,BOSSARD,FLAT WASHER WITHOUT CHAMFER M5 1887556,0.802,225,225,95,MM,4809.375
1001002835-1267728,BOSSARD,FLAT WASHER WITHOUT CHAMFER M5 1267728,0.802,225,225,95,MM,4809.375
1001002835-1761773,BOSSARD,FLAT WASHER WITHOUT CHAMFER M6 1761773,0.802,225,225,95,MM,4809.375
1001002835-1761781,BOSSARD,FLAT WASHER WITHOUT CHAMFER M6 1761781,0.802,225,225,95,MM,4809.375
1001002835-1761838,BOSSARD,FLAT WASHER WITHOUT CHAMFER M8 1761838,0.802,225,225,95,MM,4809.375
1001002835-1761846,BOSSARD,FLAT WASHER WITHOUT CHAMFER M8 1761846,0.802,225,225,95,MM,4809.375
1001002835-1302965,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1302965,0.802,225,225,95,MM,4809.375
1001002835-1887793,BOSSARD,FLAT WASHER WITHOUT CHAMFER M12 1887793,0.802,225,225,95,MM,4809.375
1001002835-1887807,BOSSARD,FLAT WASHER WITHOUT CHAMFER M14 1887807,0.802,225,225,95,MM,4809.375
1001002835-1887823,BOSSARD,FLAT WASHER WITHOUT CHAMFER M16 1887823,0.802,225,225,95,MM,4809.375
1001002835-1267809,BOSSARD,FLAT WASHER WITHOUT CHAMFER M18 1267809,0.802,225,225,95,MM,4809.375
1001002835-1267817,BOSSARD,FLAT WASHER WITHOUT CHAMFER M20 1267817,0.802,225,225,95,MM,4809.375
1001002835-1267833,BOSSARD,FLAT WASHER WITHOUT CHAMFER M24 1267833,0.802,225,225,95,MM,4809.375
1001002835-1267841,BOSSARD,FLAT WASHER WITHOUT CHAMFER M27 1267841,0.802,225,225,95,MM,4809.375
1001002835-1303015,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1303015,0.802,225,225,95,MM,4809.375
1001002835-1268104,BOSSARD,FLAT WASHER WITHOUT CHAMFER M20 1268104,0.802,225,225,95,MM,4809.375
1001002835-1761951,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1761951,0.802,225,225,95,MM,4809.375
1001002835-1268198,BOSSARD,FLAT WASHER WITHOUT CHAMFER M18 1268198,0.802,225,225,95,MM,4809.375
1001002835-1991043,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1991043,0.802,225,225,95,MM,4809.375
1001002835-1606085,BOSSARD,FLAT WASHER WITHOUT CHAMFER M6 1606085,0.802,225,225,95,MM,4809.375
1001002835-1606123,BOSSARD,FLAT WASHER WITHOUT CHAMFER M8 1606123,0.802,225,225,95,MM,4809.375
1001002835-1952021,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1952021,0.802,225,225,95,MM,4809.375
1001002835-1077872,BOSSARD,FLAT WASHER WITHOUT CHAMFER M12 1077872,0.802,225,225,95,MM,4809.375
1001002835-1080318,BOSSARD,FLAT WASHER WITHOUT CHAMFER M16 1080318,0.802,225,225,95,MM,4809.375
1001002835-1080334,BOSSARD,FLAT WASHER WITHOUT CHAMFER M20 1080334,0.802,225,225,95,MM,4809.375
1001002835-3484534,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M10 3484534,0.802,225,225,95,MM,4809.375
1001002835-3484535,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M12 3484535,0.802,225,225,95,MM,4809.375
1001002835-3484540,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M5 3484540,0.802,225,225,95,MM,4809.375
